"","Plot.Name","Plot.Number","Artificial.Cover.Object.Number","Year","Date","Time","Survey.Number","Eastern.Redback.Salamander.Count","Redback.form.of.Eastern.Redback.Salamander.Count","Leadback.form.of.Eastern.Redback.Salamander.Count","Artificial.Cover.Object.Age..year.s..","Observer.Names","Precipitation.in.the.Last.24.hours..mm.","Air.Temperature..degC.","Soil.Temperature..degC.","Beaufort.Sky.Class","Beaufort.Wind.Class","Soil.Moisture","Soil.pH"
"90","Emmett Lake","01 02","24","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"91","Emmett Lake","01 02","25","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"92","Emmett Lake","01 02","26","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"93","Emmett Lake","01 02","28","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"94","Emmett Lake","01 02","30","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"95","Emmett Lake","01 02","31","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"96","Emmett Lake","01 02","34","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"97","Emmett Lake","01 02","35","2007","03/05/2007","12:10 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"98","Emmett Lake","01 02","36","2007","03/05/2007","12:10 PM","3","2","2","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"99","Emmett Lake","01 02","37","2007","03/05/2007","12:10 PM","3","3","1","2","4","John Haselmayer, D. Ritchie","0","13","N/A","0","2","N/A","N/A"
"100","Cameron Lake Dunes","01 01","1","2007","03/05/2007","1:31 PM","3","2","2","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"101","Cameron Lake Dunes","01 01","2","2007","03/05/2007","1:31 PM","3","2","1","1","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"102","Cameron Lake Dunes","01 01","3","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"103","Cameron Lake Dunes","01 01","5","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"104","Cameron Lake Dunes","01 01","6","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"105","Cameron Lake Dunes","01 01","12","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"106","Cameron Lake Dunes","01 01","13","2007","03/05/2007","1:31 PM","3","1","0","1","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"107","Cameron Lake Dunes","01 01","15","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"108","Cameron Lake Dunes","01 01","16","2007","03/05/2007","1:31 PM","3","2","2","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"109","Cameron Lake Dunes","01 01","17","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"110","Cameron Lake Dunes","01 01","19","2007","03/05/2007","1:31 PM","3","4","3","1","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"111","Cameron Lake Dunes","01 01","20","2007","03/05/2007","1:31 PM","3","2","2","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"112","Cameron Lake Dunes","01 01","21","2007","03/05/2007","1:31 PM","3","8","7","1","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"113","Cameron Lake Dunes","01 01","22","2007","03/05/2007","1:31 PM","3","2","1","1","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"114","Cameron Lake Dunes","01 01","23","2007","03/05/2007","1:31 PM","3","3","3","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"115","Cameron Lake Dunes","01 01","25","2007","03/05/2007","1:31 PM","3","6","4","2","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"116","Cameron Lake Dunes","01 01","27","2007","03/05/2007","1:31 PM","3","8","8","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"117","Cameron Lake Dunes","01 01","29","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"118","Cameron Lake Dunes","01 01","30","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"119","Cameron Lake Dunes","01 01","31","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"120","Cameron Lake Dunes","01 01","32","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"121","Cameron Lake Dunes","01 01","36","2007","03/05/2007","1:31 PM","3","2","1","1","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"122","Cameron Lake Dunes","01 01","38","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"123","Cameron Lake Dunes","01 01","39","2007","03/05/2007","1:31 PM","3","3","3","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"124","Cameron Lake Dunes","01 01","40","2007","03/05/2007","1:31 PM","3","1","1","0","4","John Haselmayer, D. Ritchie","0","13","N/A","0","3","N/A","N/A"
"125","Pendall Point","01 08","5","2007","11/05/2007","1:50 PM","4","3","2","1","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"126","Pendall Point","01 08","6","2007","11/05/2007","1:50 PM","4","1","1","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"127","Pendall Point","01 08","7","2007","11/05/2007","1:50 PM","4","3","3","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"128","Pendall Point","01 08","9","2007","11/05/2007","1:50 PM","4","1","1","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"129","Pendall Point","01 08","11","2007","11/05/2007","1:50 PM","4","1","1","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"130","Pendall Point","01 08","12","2007","11/05/2007","1:50 PM","4","2","2","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"131","Pendall Point","01 08","18","2007","11/05/2007","1:50 PM","4","2","0","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"132","Pendall Point","01 08","21","2007","11/05/2007","1:50 PM","4","1","1","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"133","Pendall Point","01 08","23","2007","11/05/2007","1:50 PM","4","3","2","1","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"134","Pendall Point","01 08","27","2007","11/05/2007","1:50 PM","4","1","1","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"135","Pendall Point","01 08","32","2007","11/05/2007","1:50 PM","4","1","0","1","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"136","Pendall Point","01 08","34","2007","11/05/2007","1:50 PM","4","1","1","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"137","Pendall Point","01 08","38","2007","11/05/2007","1:50 PM","4","2","2","0","4","D. Ritchie","1","14.6","N/A","1","4","N/A","N/A"
"138","South Cameron Lake","01 07","2","2007","11/05/2007","N/A","4","2","1","1","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"139","South Cameron Lake","01 07","7","2007","11/05/2007","N/A","4","1","1","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"140","South Cameron Lake","01 07","10","2007","11/05/2007","N/A","4","1","0","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"141","South Cameron Lake","01 07","14","2007","11/05/2007","N/A","4","1","1","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"142","South Cameron Lake","01 07","21","2007","11/05/2007","N/A","4","2","2","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"143","South Cameron Lake","01 07","24","2007","11/05/2007","N/A","4","3","3","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"144","South Cameron Lake","01 07","27","2007","11/05/2007","N/A","4","1","1","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"145","South Cameron Lake","01 07","28","2007","11/05/2007","N/A","4","1","1","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"146","South Cameron Lake","01 07","31","2007","11/05/2007","N/A","4","2","2","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"147","South Cameron Lake","01 07","32","2007","11/05/2007","N/A","4","3","2","1","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"148","South Cameron Lake","01 07","33","2007","11/05/2007","N/A","4","1","1","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"149","South Cameron Lake","01 07","38","2007","11/05/2007","N/A","4","1","1","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"150","South Cameron Lake","01 07","40","2007","11/05/2007","N/A","4","1","0","0","4","D. Ritchie","1","13.6","N/A","1","5","N/A","N/A"
"151","Emmett Lake","01 02","2","2007","11/05/2007","11:00 AM","4","1","0","1","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"152","Emmett Lake","01 02","3","2007","11/05/2007","11:00 AM","4","2","2","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"153","Emmett Lake","01 02","6","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"154","Emmett Lake","01 02","7","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"155","Emmett Lake","01 02","9","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"156","Emmett Lake","01 02","12","2007","11/05/2007","11:00 AM","4","2","2","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"157","Emmett Lake","01 02","14","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"158","Emmett Lake","01 02","16","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"159","Emmett Lake","01 02","17","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"160","Emmett Lake","01 02","18","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"161","Emmett Lake","01 02","20","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"162","Emmett Lake","01 02","21","2007","11/05/2007","11:00 AM","4","2","0","2","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"163","Emmett Lake","01 02","24","2007","11/05/2007","11:00 AM","4","2","1","1","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"164","Emmett Lake","01 02","28","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"165","Emmett Lake","01 02","30","2007","11/05/2007","11:00 AM","4","4","4","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"166","Emmett Lake","01 02","32","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"167","Emmett Lake","01 02","33","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"168","Emmett Lake","01 02","34","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
"169","Emmett Lake","01 02","35","2007","11/05/2007","11:00 AM","4","1","1","0","4","D. Ritchie","1","14.1","N/A","1","4","N/A","N/A"
